9;0.998592;6556358;5
6;0.999063;7675019;1
7;0.996056;9028974;7
6;0.999274;8555464;6
5;0.999893;4905335;3
1;0.996938;6818213;4
9;0.999364;2410437;2
7;0.999732;2060370;3
1;0.997765;7362108;1
11;0.995442;9994116;3
1;0.999168;5693788;7
4;0.997714;1616843;5
8;0.997551;8777169;1
0;0.999446;3390394;3
6;0.998166;8846201;5
10;0.998746;6255380;4
9;0.999747;8552818;4
0;0.998069;5739473;7
9;0.995297;6947605;7
2;0.995093;4839930;4
6;0.997794;1591483;3
6;0.997998;9073320;3
11;0.997386;6107418;3
1;0.998730;3540115;1
1;0.995711;4432664;7
3;0.999183;6967765;7
6;0.999501;8521452;4
2;0.998931;3495741;1
8;0.996773;5373466;5
9;0.961402;3662682;2
6;0.999602;8043303;5
6;0.996428;1923899;7
5;0.997334;8863719;1
3;0.978938;2564034;6
6;0.995210;2879370;3
11;0.996546;9161667;3
3;0.995133;4738232;2
8;0.999976;4880182;4
2;0.996907;8649701;3
8;0.995671;2062241;2
3;0.998821;7424028;5
5;0.996605;9502588;5
2;0.996400;8756530;3
4;0.997549;4164215;1
5;0.999046;2888429;1
10;0.998090;7927580;5
3;0.951420;3018412;6
11;0.996898;1185440;6
11;0.999122;9941114;4
11;0.997245;8943784;4
11;0.995651;4554635;4
2;0.996622;7873207;6
9;0.997318;7286598;3
3;0.997012;1293395;4
9;0.998383;1573492;5
7;0.999645;1267115;3
6;0.950238;4541647;5
7;0.997028;7252184;7
9;0.996608;6306985;4
11;0.992435;7606524;7
10;0.997290;9162263;1
2;0.997245;2679098;6
1;0.997829;3260275;2
8;0.998590;4763296;2
3;0.995427;4253278;7
10;0.995739;2057722;1
6;0.998115;6263735;1
10;0.997238;7989692;6
7;0.995667;6260239;2
1;0.996802;3237393;7
1;0.997303;9125639;1
6;0.999538;1706774;7
7;0.995867;9616178;4
9;0.997637;9060624;7
4;0.998786;2407425;3
10;0.995794;8178318;7
7;0.996120;2349786;4
9;0.997178;2587972;4
4;0.995321;5754504;7
2;0.997915;1318411;4
9;0.998619;3420784;3
4;0.999401;1690772;3
11;0.999669;7433625;1
7;0.999848;1734468;6
10;0.997713;7824849;6
10;0.995308;8821602;1
10;0.999152;7293160;2
8;0.997581;5099617;6
8;0.999896;6330745;4
2;0.997503;2614169;1
3;0.995348;3581947;6
1;0.996159;5857433;2
8;0.998268;4994669;2
3;0.998060;1572481;2
11;0.995501;7439054;5
6;0.997023;9641883;5
3;0.997124;1814674;4
6;0.996114;9442716;1
1;0.996091;6814123;4
2;0.996620;2285138;7
11;0.996789;3801363;2
5;0.998937;3836107;1
8;0.999529;2616986;5
2;0.999595;6385819;7
4;0.996364;4516898;6
1;0.997086;2685619;4
1;0.995274;6537903;7
0;0.998609;6699340;4
10;0.999195;7086586;7
4;0.985620;5364408;1
5;0.998832;4381190;3
9;0.999795;9163276;3
0;0.998566;5264420;7
0;0.999808;3985122;7
10;0.995780;1126429;4
1;0.995443;6029655;6
7;0.995133;7565663;7
4;0.997051;5229551;4
8;0.999964;8489178;3
2;0.995502;8972141;7
11;0.997141;3512950;4
6;0.997995;7201924;4
3;0.995859;4457063;2
9;0.999777;3728186;1
3;0.998964;1671110;6
1;0.995426;2136189;4
11;0.996038;9570048;6
5;0.998949;9797870;6
0;0.997152;2000128;7
2;0.995130;2980615;3
7;0.996710;8766163;5
5;0.995574;8054002;5
0;0.999969;5257110;1
11;0.996560;9679873;1
10;0.997094;1619101;1
5;0.998078;2902653;6
9;0.998411;7909924;5
7;0.998687;8142037;4
4;0.998025;1838202;3
9;0.996293;4309919;2
6;0.997742;8399843;1
5;0.998180;2849476;3
6;0.997938;2163422;5
6;0.997601;2792008;5
2;0.997254;7894851;5
10;0.998689;7466992;4
1;0.999876;7341101;4
0;0.997472;7701389;1
2;0.998121;4324493;3
1;0.995462;8627130;2
2;0.998449;7252631;2
4;0.996070;3096375;6
0;0.998382;8099419;6
8;0.999132;8682827;4
4;0.996107;8112752;1
0;0.977063;7496581;3
10;0.996203;2101578;1
1;0.999299;9968115;2
8;0.997543;2921035;6
6;0.996645;3876373;2
4;0.997698;4238486;7
9;0.996876;6446389;7
2;0.997729;7098739;1
4;0.999016;8239350;7
9;0.998408;1526338;2
6;0.999638;6817853;7
9;0.996775;4036060;6
5;0.995686;4906828;3
9;0.999142;4813410;3
10;0.997984;6720071;5
9;0.995385;1023041;7
5;0.998043;8078752;4
2;0.997964;5745739;7
7;0.998748;7529626;7
0;0.999308;8073390;3
5;0.998333;2584240;3
0;0.999599;5959127;3
0;0.999492;1403673;2
4;0.996691;8733988;5
0;0.998469;2085159;2
4;0.995097;1841412;2
10;0.997583;5088165;4
1;0.995897;6478170;5
2;0.998378;4478801;6
2;0.998758;5896614;3
6;0.995501;2381139;5
3;0.995970;8370028;5
2;0.995777;9902689;1
0;0.059150;9865727;6
6;0.999967;6260863;3
10;0.999669;3613549;5
8;0.997945;9745526;3
10;0.997224;5960642;1
10;0.998364;8593804;4
4;0.998339;8544908;7
4;0.997913;7237647;4
11;0.997863;4092724;5
4;0.996276;5349800;2
10;0.998898;3358786;2
11;0.995927;5900778;1
2;0.995262;2702270;1
8;0.999997;8498431;1
3;0.997633;4483006;4
4;0.995640;5630025;5
0;0.995883;1351044;4
9;0.998786;7483679;7
6;0.997094;6290503;2
8;0.996099;9700568;3
1;0.995144;5638982;6
7;0.996516;8900746;6
9;0.998012;4892338;6
9;0.998189;6282602;6
4;0.996988;8354465;1
10;0.998135;4038166;1
9;0.998229;9772465;5
9;0.995619;6133990;6
1;0.996940;9832936;4
5;0.995119;8580654;1
7;0.996893;1359535;5
6;0.958545;2104227;7
1;0.999767;5209567;3
10;0.996866;6691250;1
0;0.999261;1980290;4
6;0.998490;8239010;3
4;0.995755;2522907;7
7;0.999216;3048815;3
0;0.996339;5518067;3
9;0.998117;2353257;5
8;0.996292;6595657;6
8;0.998446;7180352;1
11;0.996244;9434456;5
7;0.996669;7514931;6
8;0.995010;8807703;2
3;0.997809;1761419;2
5;0.999311;2157192;6
5;0.995633;5325348;5
1;0.996195;4277593;2
5;0.997717;2234185;3
9;0.999316;9222798;5
10;0.999707;7694291;3
7;0.998923;7343389;6
7;0.999088;6406003;5
9;0.997694;5285578;3
0;0.998873;3021309;3
10;0.995169;7606526;7
3;0.996776;4096776;6
9;0.998325;1641242;2
5;0.997378;6232625;7
6;0.996761;6671157;3
6;0.525820;8812285;3
11;0.995483;6114100;3
11;0.996572;5637683;6
6;0.998027;7044885;1
7;0.998420;9525737;7
11;0.997387;3809915;6
4;0.995726;3773486;2
9;0.997520;1693628;2
2;0.999703;3765157;1
3;0.996652;8811800;6
4;0.999167;4386174;6
8;0.997292;9535072;7
3;0.998429;5178144;4
4;0.998491;3657936;7
8;0.998114;4125260;7
0;0.997229;6601372;2
11;0.677640;3818194;5
2;0.995495;6515931;4
2;0.997472;7638222;5
2;0.998490;9495885;1
5;0.995281;3242945;4
11;0.999555;7886520;7
1;0.997898;2328218;1
7;0.995393;3980646;1
0;0.997334;6640949;6
5;0.996352;1305687;6
0;0.997385;4409963;1
8;0.997060;1611226;6
6;0.999974;8285990;1
9;0.995718;6522617;5
5;0.998191;7538414;2
6;0.999604;3256435;5
2;0.995479;3410460;4
1;0.997488;6981282;1
8;0.997315;4706884;3
11;0.996922;3768018;4
10;0.999807;5514552;6
11;0.999594;2550697;7
1;0.996225;9062346;2
11;0.997748;1524537;2
9;0.999251;4668297;5
4;0.995045;5786022;1
9;0.997310;2594751;1
7;0.996203;8002952;1
7;0.995301;2783776;1
9;0.995771;7663889;3
6;0.998575;7136443;1
4;0.995752;8042962;3
6;0.998992;9990989;6
1;0.995855;8715137;7
2;0.999573;5745248;4
6;0.995773;8411395;4
6;0.997639;1737547;7
6;0.999707;7315821;5
9;0.999210;6492950;5
2;0.996921;2951771;1
7;0.998958;9209773;7
7;0.998632;1066399;4
8;0.995833;6948303;3
2;0.999900;6870053;2
0;0.996987;2772137;3
6;0.995442;5090764;7
9;0.997267;8905293;3
6;0.998293;3080618;7
1;0.997510;8301621;6
6;0.996256;1776499;5
10;0.999545;2114972;5
4;0.999904;3029817;3
0;0.999605;3142688;7
7;0.995828;6776867;3
3;0.996992;2345193;1
2;0.999528;6115969;4
6;0.995145;9868478;6
8;0.997683;3046531;5
8;0.999643;5007819;6
0;0.996778;3247338;6
10;0.998223;7840145;1
11;0.998859;1637239;1
0;0.996080;2678081;1
5;0.994234;5998424;7
11;0.998054;8579287;3
7;0.997874;2277408;1
1;0.999605;7778585;1
10;0.997158;5222187;2
3;0.998905;1480335;4
4;0.998522;7817437;3
3;0.999685;4733888;3
7;0.997985;9681683;7
2;0.996693;1107394;1
10;0.999672;7324692;5
8;0.996980;6657466;3
1;0.995494;8184744;3
1;0.999581;4648730;3
10;0.999480;7884685;3
3;0.995605;5931256;7
3;0.996983;3642777;2
0;0.998033;7591630;4
5;0.998143;1991101;7
8;0.997592;2233771;1
6;0.999997;1984207;2
7;0.996664;1989520;7
1;0.997305;5250564;2
9;0.995780;3242200;3
9;0.997931;6789813;5
4;0.998401;1748780;6
6;0.997579;9741263;2
7;0.995789;3147700;6
9;0.999017;4939691;7
1;0.996615;4378779;3
1;0.999147;7156871;4
11;0.997157;6101316;1
7;0.996155;7781975;1
6;0.992091;1363855;5
0;0.996638;9952103;4
10;0.996362;9793119;5
8;0.996304;6904066;3
4;0.995295;1638348;6
9;0.998040;3344006;5
8;0.995151;9852429;1
1;0.995499;5887597;2
5;0.996876;7634579;7
11;0.995672;7741547;7
4;0.996984;5207390;4
1;0.997493;2639485;6
11;0.995529;3574816;2
5;0.996114;9331206;4
4;0.995176;5692585;1
2;0.995873;8163267;2
10;0.998428;9063416;4
10;0.997823;3105180;1
0;0.996031;8329838;1
5;0.996632;3712950;5
6;0.999941;5328723;7
1;0.996594;4782299;1
7;0.998040;4994584;2
1;0.993842;2192486;1
1;0.998559;9668404;6
9;0.996782;3589016;6
2;0.995616;3057412;6
2;0.997193;4219356;4
1;0.997977;6473572;3
10;0.996188;4231022;6
11;0.999466;5915124;1
1;0.995117;5304134;3
11;0.997748;1527129;3
4;0.998218;2795703;6
5;0.995883;2503474;1
2;0.995539;1844756;1
7;0.995783;9504532;6
5;0.999690;8351893;6
9;0.998487;7271500;4
7;0.998106;1031084;6
0;0.996257;7617325;4
4;0.999723;9732946;6
3;0.999734;9367802;1
11;0.997956;4912945;7
0;0.999597;2476827;7
0;0.995889;5706228;3
8;0.997092;6416000;1
6;0.999200;3714015;5
7;0.998563;7385070;4
8;0.994051;5040034;5
0;0.996601;3823285;3
1;0.997418;3373199;6
2;0.998249;4178140;2
10;0.997281;7337155;6
4;0.999634;1870280;1
7;0.998539;6902750;3
4;0.997759;6123986;3
4;0.997537;8573292;2
8;0.998656;5693015;4
11;0.999522;9030856;6
0;0.996514;6186819;5
4;0.999308;1150442;4
1;0.997048;4413274;3
11;0.995343;4356067;2
5;0.995362;9523456;5
4;0.996986;7421333;7
5;0.992202;4574694;5
7;0.995119;8981413;1
6;0.996543;4731827;7
1;0.996897;1459976;4
0;0.999237;8224265;7
2;0.981889;3814898;2
10;0.998064;4686911;5
6;0.999297;6841443;2
10;0.997580;8308720;1
11;0.998258;6289977;5
1;0.996393;9961512;1
8;0.998955;4824338;2
11;0.996777;3079254;1
5;0.999681;6143807;1
9;0.996035;7224022;7
2;0.998990;9625573;1
4;0.996216;7473913;6
3;0.998718;5447452;2
7;0.999094;6507176;5
10;0.997230;9844234;1
9;0.999803;7708717;1
3;0.997219;9470546;2
4;0.997892;8773826;2
11;0.995188;1806780;2
11;0.995147;9332130;6
4;0.999226;3707669;5
8;0.995349;9284941;6
0;0.998445;3173990;5
4;0.997086;2861688;4
1;0.999335;7519759;1
1;0.997073;9827790;3
1;0.996715;6193343;1
1;0.997488;5530351;1
10;0.999366;1981686;5
7;0.997246;9905035;5
5;0.995333;7463649;5
8;0.995806;4588212;5
0;0.995782;2815043;4
0;0.998454;8682422;1
2;0.996718;6879164;7
2;0.997613;2083061;2
3;0.997183;6262021;3
6;0.995201;5810971;6
9;0.995607;3693281;7
10;0.995820;2084431;6
6;0.997976;3981432;3
10;0.996423;7802927;7
4;0.996650;2343204;1
1;0.997813;9557716;7
3;0.999771;9372192;7
2;0.999346;7332364;4
10;0.996643;8588529;4
6;0.997506;5843132;1
4;0.998520;1089112;6
5;0.999658;6848292;7
4;0.999000;2888762;4
10;0.999641;1320401;6
4;0.995551;9607754;3
2;0.998952;5191146;1
4;0.995902;6309909;4
9;0.997064;4448365;1
5;0.999492;9557744;6
4;0.998705;2043689;6
10;0.972635;5715930;1
5;0.996751;4664390;7
0;0.996300;1742334;7
7;0.596577;5701326;3
0;0.998925;4666088;6
2;0.998950;4247684;1
2;0.997181;8626948;7
9;0.998666;6857562;2
11;0.995542;5022186;2
8;0.995443;8783373;4
3;0.996824;7251310;1
10;0.995331;2163578;5
3;0.999601;4506811;5
8;0.996949;5495297;5
4;0.999534;7745095;2
3;0.998370;5532098;1
4;0.995411;9890486;5
9;0.995847;8911831;2
11;0.998346;9599069;7
2;0.998656;9550334;7
4;0.999252;2982763;6
1;0.997892;5644898;6
1;0.996479;5477590;4
5;0.995829;7823393;1
9;0.999587;9665610;5
11;0.995627;3556021;3
10;0.996762;3977492;6
9;0.996089;7948381;1
3;0.996823;2850154;6
8;0.998895;9006214;2
9;0.999842;4836710;3
11;0.998873;9297305;3
8;0.996037;7723079;1
0;0.996564;9864335;4
5;0.998469;9454992;3
0;0.998855;6878964;7
9;0.997789;6250126;7
4;0.998240;4859706;7
2;0.950815;3762932;6
4;0.995336;5415728;2
3;0.995880;8827039;3
0;0.998538;1170009;7
4;0.997129;7241764;1
10;0.996446;2841492;7
0;0.996442;3519194;3
6;0.997455;1062658;4
11;0.998268;9882522;2
10;0.996321;7133582;3
7;0.997897;9395990;2
10;0.996343;1512842;7
0;0.996650;4882425;2
11;0.998576;1833867;5
0;0.997684;9453642;3
0;0.995927;9204522;4
11;0.995888;4710421;7
10;0.995130;8139934;2
1;0.995873;7007132;4
8;0.997836;8680892;7
1;0.999089;3181576;5
4;0.998068;9781234;7
11;0.995509;1417104;5
0;0.996408;9341567;6
10;0.998626;6658597;4
0;0.999223;7775409;2
2;0.996767;1088634;4
1;0.995185;8934646;4
9;0.995455;2542321;7
2;0.999842;1684306;3
5;0.999572;2676779;4
2;0.997138;3707723;3
11;0.997163;3757779;7
0;0.998241;9868862;1
10;0.995202;9700668;4
1;0.999479;8024272;6
4;0.999667;7344599;3
8;0.996697;4037168;2
3;0.996461;2573290;1
8;0.998070;8791064;6
2;0.996638;2916409;3
6;0.995783;5247449;7
4;0.996334;2142004;2
7;0.998108;1645795;6
10;0.996727;6318271;2
6;0.997309;3519790;7
2;0.998019;6565514;5
9;0.999459;9561850;3
7;0.999157;6717099;1
8;0.997838;4033541;4
4;0.998204;3676775;5
6;0.997988;3233689;2
0;0.998371;4365640;1
9;0.998842;3045122;7
1;0.998313;1682298;3
4;0.999129;2451103;7
9;0.997205;2945177;3
5;0.996542;7093281;7
3;0.996366;7016642;7
3;0.995340;1800023;1
11;0.995638;4585766;1
5;0.999227;6058922;6
4;0.999127;2484066;4
9;0.995948;2834965;2
6;0.998881;2336069;6
8;0.996061;1741281;4
9;0.999871;8802384;7
7;0.995582;9056866;4
5;0.995267;7228810;6
8;0.999901;8763993;4
1;0.997540;6570397;4
8;0.997345;4747487;7
8;0.973296;8359369;7
1;0.999477;9794730;5
11;0.997510;4082038;2
5;0.991756;2859718;7
4;0.995259;9558831;6
0;0.995753;5440764;2
0;0.998827;9058942;5
10;0.999020;5183472;2
9;0.996941;5257618;4
2;0.995930;5551060;1
7;0.997692;5581760;6
1;0.996703;5747955;6
9;0.999959;8128242;7
10;0.996813;5011768;1
0;0.998351;1707271;3
0;0.996185;7909542;5
8;0.995891;8254485;1
9;0.996483;7416806;4
11;0.996931;2795083;3
2;0.997483;1863075;4
6;0.999899;8391685;6
9;0.998282;4335238;4
10;0.999121;4255708;4
10;0.999722;1551369;1
8;0.995378;5416316;7
4;0.989301;9402271;5
7;0.997528;3440001;3
1;0.998712;2660787;3
9;0.998245;8272404;5
10;0.996500;4545608;1
9;0.996755;7256124;7
10;0.995195;5352454;6
11;0.999493;3128170;2
4;0.996845;8812099;5
2;0.996605;6994386;5
5;0.999003;6615833;7
4;0.999134;3042004;3
1;0.999584;6809898;7
11;0.997708;9775409;1
1;0.996360;5503741;3
3;0.999953;7617260;6
0;0.997913;2587562;2
11;0.996007;8680983;4
1;0.997974;1438291;2
11;0.996596;7066325;4
1;0.995261;1988299;4
6;0.999580;7236468;5
3;0.997941;6852481;1
11;0.998063;6826150;6
9;0.999316;1857411;1
1;0.997247;4541264;4
7;0.996383;1068239;3
3;0.999273;1563716;3
9;0.995568;1652735;4
7;0.996712;2092367;2
5;0.997117;4264364;5
2;0.995859;5118880;6
11;0.999922;2922209;6
4;0.996171;8831897;3
0;0.977172;2608592;2
4;0.996763;2198329;5
1;0.995241;1821121;2
11;0.996470;6080387;7
6;0.996866;2491949;4
8;0.999897;3113634;7
4;0.996737;3248017;2
2;0.999823;1611397;2
8;0.999110;7663980;4
6;0.999868;1684333;7
9;0.999472;5682951;3
0;0.994017;1045576;5
11;0.996544;7812551;4
7;0.996485;6422330;4
10;0.999634;6867263;3
7;0.998632;3363656;4
10;0.995202;2572223;1
3;0.997578;6621899;2
4;0.998605;5685833;7
3;0.995790;4922371;4
7;0.998677;9856554;2
11;0.996148;2087314;3
3;0.998270;9099752;2
2;0.996219;5998503;3
4;0.997791;9612049;6
2;0.997871;3450218;5
5;0.995895;2001216;3
5;0.996749;7436868;4
6;0.999510;7138974;1
1;0.997990;6872149;5
6;0.999541;2906658;7
6;0.999180;8741931;5
8;0.999949;1302176;2
3;0.995913;9260629;4
5;0.996624;9673255;2
7;0.995800;9674027;4
1;0.997943;2188790;5
10;0.997844;5751716;3
3;0.999540;9267965;2
2;0.997505;7994153;1
3;0.997595;9570206;3
1;0.999477;1989201;6
6;0.999143;9993939;6
1;0.995831;3057461;7
6;0.998212;4615320;7
2;0.996514;9570109;1
1;0.997754;2780168;2
8;0.996382;4614798;6
6;0.997886;4652502;3
8;0.999130;6129883;6
9;0.998964;2506549;3
2;0.997992;5991794;2
9;0.997723;3872932;1
7;0.996340;1373149;7
6;0.996332;6619414;6
10;0.998224;4374214;3
10;0.998031;1071035;3
7;0.998272;1726817;1
1;0.996309;2816506;3
10;0.997307;4669932;2
4;0.997463;8889304;5
6;0.957712;8220723;1
9;0.998815;3243555;5
2;0.998202;1105210;3
10;0.999514;6461667;2
11;0.999331;9032514;2
0;0.997949;3633969;3
4;0.995418;2379665;1
3;0.999482;3117712;1
5;0.999011;9939831;2
9;0.998749;4340094;6
6;0.995362;3425319;1
5;0.997621;4742125;6
6;0.998960;4519237;6
4;0.995040;6272743;1
4;0.997398;8739542;2
1;0.995903;5136216;1
2;0.999495;6169301;4
2;0.999208;8427898;3
3;0.998972;9674191;2
7;0.996937;9823308;1
1;0.997414;2084690;7
5;0.995861;2993767;5
8;0.997826;9919129;5
9;0.996670;2324253;2
9;0.999136;5798576;7
1;0.995900;3191928;1
1;0.998752;4946271;1
8;0.998358;3326258;3
7;0.996745;2545670;4
1;0.999662;9194830;7
11;0.998752;5471768;4
11;0.995778;1393174;4
8;0.998448;9414647;3
1;0.995728;9327227;7
3;0.998132;3338180;1
7;0.228093;4261415;3
5;0.997631;3768822;7
2;0.995826;6956697;1
1;0.997412;7947554;2
7;0.995880;6796166;7
5;0.998560;3678311;3
4;0.995013;9860370;4
7;0.996273;3567668;6
4;0.998513;2210669;5
9;0.996817;3513129;1
2;0.999836;7507839;7
4;0.997590;1629888;6
8;0.998600;2991602;7
3;0.997657;6366022;3
4;0.995365;7160028;4
10;0.995193;7160828;1
5;0.999833;1266822;7
8;0.998000;2790398;1
7;0.995580;2318374;1
3;0.996898;1562434;7
4;0.999247;7615513;2
0;0.998189;5831063;5
11;0.995058;9305576;2
5;0.999444;4988237;3
2;0.997473;7505338;2
7;0.996858;2244391;2
5;0.999207;8929593;4
3;0.995961;9612011;4
7;0.997990;6960298;7
8;0.997701;7552358;6
7;0.999426;9590381;3
11;0.999847;2810403;2
11;0.996071;5227929;6
8;0.995789;4643169;5
9;0.999833;3342887;1
8;0.999365;1499065;2
9;0.996388;4265486;2
8;0.999590;5749349;6
4;0.998581;3693777;1
5;0.996026;8298442;3
8;0.997238;1809089;7
1;0.998086;2767639;2
6;0.998286;4211810;7
0;0.569298;9195922;6
2;0.997060;3072470;3
8;0.996894;7482978;5
1;0.995798;7015283;4
10;0.999029;2387165;7
6;0.999828;8639953;6
2;0.996760;7463856;4
11;0.999610;1906515;5
8;0.997120;2646526;1
0;0.997966;4113082;4
2;0.998774;9188836;1
8;0.998994;9500080;6
3;0.997934;9272852;2
0;0.995537;1630877;5
10;0.999206;8614169;2
7;0.997194;4690325;4
8;0.995544;6015754;1
4;0.996735;9701997;6
1;0.998691;4942931;5
0;0.996688;3147879;5
4;0.999555;5764318;6
6;0.995093;4119517;6
9;0.999288;9813210;7
1;0.995194;4355641;3
8;0.999081;3173749;2
8;0.997522;8965648;4
11;0.999538;9116248;4
7;0.995855;8754945;2
1;0.995521;3839456;2
9;0.997081;6415436;7
3;0.999954;2595807;3
11;0.996830;1021220;4
10;0.999710;3506619;2
8;0.996114;1855889;6
7;0.995012;8657621;7
11;0.996130;3288852;3
1;0.995701;4098783;7
8;0.999760;7037669;1
2;0.996538;3527059;6
0;0.995961;4448250;6
7;0.996421;9234505;3
9;0.998584;5769322;1
9;0.995412;6499013;6
1;0.998470;6095195;7
1;0.996782;2256599;6
0;0.999227;1899184;6
10;0.997702;9737378;2
9;0.996758;2730100;2
11;0.998420;2716269;7
10;0.999381;1802489;2
3;0.995435;3320022;2
9;0.996675;4227105;7
9;0.997123;8481385;3
9;0.995133;9357373;6
5;0.999080;6697666;4
9;0.998896;5864563;2
10;0.996131;8352208;3
1;0.995450;7344024;4
9;0.995011;6640272;3
7;0.289976;3044066;3
3;0.998732;1653347;4
6;0.998015;3504442;5
5;0.996295;8230771;5
3;0.997989;8749036;3
10;0.995528;1445802;1
10;0.997063;8679960;4
0;0.997661;8661803;6
5;0.997688;1329706;5
3;0.996849;1557735;5
8;0.997192;9325277;4
8;0.997950;6205365;4
8;0.998332;1642057;7
0;0.998102;8654586;3
11;0.999647;3539614;5
1;0.999316;4704078;1
10;0.997114;1485554;5
8;0.999763;5565335;3
2;0.999635;4724307;6
7;0.963828;7168829;5
4;0.996306;5697135;6
4;0.996660;5122845;3
10;0.280059;9678392;3
7;0.997288;9132824;7
8;0.999978;4803006;1
10;0.996792;6063562;1
2;0.997322;9176978;5
0;0.998791;3853821;1
0;0.998259;7585646;5
1;0.999132;3660881;5
0;0.998124;3816931;2
5;0.996303;3113649;1
9;0.995955;5165778;7
7;0.998712;9775582;2
0;0.995263;6499851;7
10;0.999939;7932721;1
1;0.998009;2776488;4
3;0.995060;8680012;4
10;0.995830;9647497;1
6;0.996618;2483624;7
4;0.997512;3512805;6
5;0.999321;7848417;2
9;0.999155;9071821;5
1;0.996988;8333184;4
5;0.996396;1675477;3
7;0.997718;3459747;6
11;0.999881;7469285;5
4;0.963809;1955830;1
3;0.998755;9699546;5
11;0.996957;9186061;7
6;0.998102;4577204;4
10;0.996580;6217518;6
7;0.998430;5586902;1
11;0.999269;4648589;6
3;0.998471;9965842;3
11;0.995466;2196185;4
10;0.999798;4563107;4
2;0.998581;7941642;4
7;0.995441;1685884;5
